"시설명","일련번호","시설키","종목시설명","종목시설키","종목명","종목키","위치","면적(㎡)","규격","연면적(㎡)","문의전화","수용인원(정원)","이용대상","이용기간","이용시간","이용료(원)","용도","비고","대관링크주소","이미지파일","선별방법(선착순-1,추첨순-2)","유의사항","이용단위"
"갈월종합사회복지관 ","954","YS10495QUWC","수영장","YS10495QUWC104","수영","SW","지하2층 ","","","","","","","","","","","지하2층-샤워실,락카실","","http://www.galwol.or.kr/home/img/pro_fr_img_mini_01.png","","",""
"옥수종합사회복지관 ","955","YS10496QUWC","강당","YS10496QUWC101","댄스","DA","","","","","","","","","","","","","","","","",""
"효창종합사회복지관 ","956","YS10498QUWC","강당","YS10498QUWC101","수영","SW","4층","","","","","","","","","","","","","","","",""
"효창종합사회복지관 ","957","YS10498QUWC","헬스장","YS10498QUWC102","헬스","HE","1층","","","","","","","","","","","","","","","",""
"효창종합사회복지관 ","958","YS10498QUWC","수영장","YS10498QUWC103","수영","SW","지하1층","","","","","","","","","","","","","","","",""
"동대문청소년수련관","959","DD10499QUYC","수영장","DD10499QUYC101","수영","SW","지하2층","630㎡","","","02-3295-1478","100명","","","06:00~21:00","","아침수영, 주부수영, 실버수영, 유아수영,어린이수영, 저녁수영, 야간수영, 모자수영,아쿠아로빅, 주말수영 등","탈의실","","http://www.ddmy.or.kr/images/est/s03_r_img01.gif","","",""
"동대문청소년수련관","960","DD10499QUYC","헬스장","DD10499QUYC102","헬스","HE","지하1층","214㎡","","","02-3295-1478","200명","","","06:00~21:00","","체력단련실","샤워실","","http://www.ddmy.or.kr/images/est/s03_r_img02.gif","","",""
"동대문청소년수련관","961","DD10499QUYC","댄스스튜디오","DD10499QUYC103","댄스","DA","2층","154㎡","","","02-3295-1478","30명","","","06:00~21:00","40000원","댄스동아리 활동 등","","이메일 신청(rent@youthi.net) http://www.ddmy.or.kr/images/est/but.gif(신청서 다운로드)","http://www.ddmy.or.kr/images/est/s03_r_img02.gif","1","","1시간"
"동대문청소년수련관","962","DD10499QUYC","유아교육실","DD10499QUYC104","유아체능단(분기별)","KS","2층","48㎡","","","02-3295-1478","240명","","","06:00~21:00","","유아재능단, 유아프로그램 등","","","http://www.ddmy.or.kr/images/est/s03_r_img04.gif","","",""
"동대문청소년수련관","963","DD10499QUYC","체육관","DD10499QUYC105","농구","BK","3층","218㎡","","","02-3295-1478","80명","청소년, 성인","","06:00~21:00","200000원(*청소년 90000원)","체육관련집회(구기종목 제외)","양호실","이메일 신청(rent@youthi.net)http://www.ddmy.or.kr/images/est/but.gif(신청서 다운로드)","http://www.ddmy.or.kr/images/est/s03_r_img03.gif","1","","3시간"
"보라매청소년수련관","964","DJ10500QUYC","탁구장","DJ10500QUYC101","탁구","PP","1층(큰나무동102)","","","","","","","","","","","큰나무동-요리체험실,현대공예실,항공우주체험센터","","http://sports.seoul.go.kr//images/img_ground/PP1.jpg","","",""
"보라매청소년수련관","965","DJ10500QUYC","포켓볼교실","DJ10500QUYC102","당구포켓볼","BI","1층(큰나무동106)","","","","","","","","","","","슬기동-키즈잉글리쉬,방과후아카데미,상담실,업무지원팀,컴퓨터강의실","","http://sports.seoul.go.kr//images/img_ground/bi.jpg","","",""
"보라매청소년수련관","966","DJ10500QUYC","댄스연습실","DJ10500QUYC103","댄스","DA","2층(큰나무동201)","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/DA3.jpg","","",""
"보라매청소년수련관","967","DJ10500QUYC","공연연습실","DJ10500QUYC104","댄스","DA","2층(큰나무동202)","","","","","","","","","","","","","","","",""
"보라매청소년수련관","968","DJ10500QUYC","심신체험실","DJ10500QUYC105","헬스","HE","2층(큰나무동205)","","","","","","","","","","","","","","","",""
"보라매청소년수련관","969","DJ10500QUYC","프로그램실 ","DJ10500QUYC106","체조","GN","2층(슬기동203~207호)","","","","02-834-7231(내선1800)","","","정기 프로그램 운영에 지장 없는 시간 및 공간","09:00 - 21:00","\ 110,000원(1실) :온돌바닥 20평 / 냉난방비 포함 \ 55,000원(1실) : 온돌바닥 10평 / 냉난방비 포함","","","","","1","이용수칙참고:http://www.boramyc.or.kr/01/04_rent.asp","기본 3시간(초과시 시간당 10,000원)"
"보라매청소년수련관","970","DJ10500QUYC","공연장(다이나믹홀)","DJ10500QUYC107","헬스","HE","1층(공연장건물)","","180평/마루바닥/접의식의자230석","","02-834-7231(내선1800)","","","정기 프로그램 운영에 지장 없는 시간 및 공간","09:00 - 21:00","2000,000원(*별도대여장비-냉,난방30,000원,무대조명20,000원,빔프로젝트50,000원/피아노50,000원)","","","","http://www.boramyc.or.kr/01/img/04_img06.jpg","1","이용수칙참고:http://www.boramyc.or.kr/01/04_rent.asp","기본 3시간"
"은평청소년수련관","971","EP10501QUYC","수영장","EP10501QUYC101","수영","SW","지하1층","","","","02-383-9966","","","","","","","남녀 탈의실, 샤워실, 락카실, 저온사우나","","http://sports.seoul.go.kr//images/img_ground/sw8.jpg","","",""
"은평청소년수련관","972","EP10501QUYC","에어로빅실","EP10501QUYC102","에어로빅","AE","지하1층","","","","02-383-9967","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ae.jpg","","",""
"은평청소년수련관","973","EP10501QUYC","실내골프장","EP10501QUYC103","골프","GF","1층","","","","02-383-9968","","","","","","","","","","","",""
"은평청소년수련관","974","EP10501QUYC","유아스포츠단교실","EP10501QUYC104","유아체능단(분기별)","KS","2층","","","","02-383-9969","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ks3.jpg","","",""
"은평청소년수련관","975","EP10501QUYC","헬스장","EP10501QUYC105","헬스","HE","2층","","","","02-383-9970","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/he9.jpg","","",""
"은평청소년수련관","976","EP10501QUYC","대강당(체육관)","EP10501QUYC106","농구","BK","3층","","","","02-383-9971","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/DA2.jpg","","",""
"은평청소년수련관","977","EP10501QUYC","인라인스케이트장","EP10501QUYC107","인라인","IN","야외","","","","02-383-9972","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/in1.jpg","","",""
"관악청소년회관","980","GA10502QUYC","수영장","GA10502QUYC101","수영","SW","지하1층","","","","02-876-0636","","","","","","","수영지도자·안전요원실, 샤워실","","","","",""
"관악청소년회관","981","GA10502QUYC","체육관","GA10502QUYC102","헬스","HE","2층","","","","02-876-0636","","","","","","","","","","","",""
"탄천물재생센터","1319","GN10575QURF","배드민턴장","GN10575QURF104","배드민턴","BM","","","4면","","02-3410-9738/011-9114-3633","","","","개방시간 : 3월 ~ 9월(07:00~19:00) / 10월 ~ 2월(08:00~18:00) ","무료","","","","http://sports.seoul.go.kr//images/jm/BM.jpg","사전예약자가 없을 경우 당일 사용신청도 가능합니다","   - 직접방문 및 전화상담 후 FAX로도 신청 가능합니다.    - 행사진행 및 천막, 앰프, 현수막등 시설물 설치는 금합니다.    - 토·일요일 및 공휴일은 예약을 받지 않습니다.    - 주차장은 승용차요일제에 참여하는 차량만 출입을 할 수 있습니다"," 1일 1회 사용가능하며 최대 사용시간은 3시간 입니다."
"탄천물재생센터","1322","GN10575QURF","풋살경기장","GN10575QURF107","풋살","FS"," ","","2면","","02-3410-9738/011-9114-3633","","","상시개방","개방시간 : 3월 ~ 9월(07:00~19:00) / 10월 ~ 2월(08:00~18:00) ","무료","","","","http://sports.seoul.go.kr//images/jm/FS.jpg","  - 사전예약자가 없을 경우 당일 사용신청도 가능합니다.","일 1회 사용가능하며 최대 사용시간은 3시간 입니다.    - 직접방문 및 전화상담 후 FAX로도 신청 가능합니다.      - 행사진행 및 천막, 앰프, 현수막등 시설물 설치는 금합니다.    - 토·일요일 및 공휴일은 예약을 받지 않습니다.    - 주차장은 승용차요일제에 참여하는 차량만 출입을 할 수 있습니다",""
"탄천물재생센터","1323","GN10575QURF","게이트볼장","GN10575QURF108","게이트볼","GB","","","","","02-3410-9738/011-9114-3633 ","","","","개방시간 : 3월 ~ 9월(07:00~19:00) / 10월 ~ 2월(08:00~18:00) ","무료","","","","http://sports.seoul.go.kr//images/jm/GB.jpg","","직접방문 및 전화상담 후 FAX로도 신청 가능합니다.    - 사전예약자가 없을 경우 당일 사용신청도 가능합니다.    - 행사진행 및 천막, 앰프, 현수막등 시설물 설치는 금합니다.    - 토·일요일 및 공휴일은 예약을 받지 않습니다.    - 주차장은 승용차요일제에 참여하는 차량만 출입을 할 수 있습니다. ","1일 1회 사용가능하며 최대 사용시간은 3시간 입니다. "
"수서청소년수련관","1008","GN10508QUYC","소체육관","GN10508QUYC102","헬스","HE","지하 1층","","","","02-2226-3611~4(내선 501~2번)","","","","","","","여자탈의실/샤워실","","http://sports.seoul.go.kr//images/img_ground/gy3.jpg","","",""
"수서청소년수련관","1009","GN10508QUYC","대체육관","GN10508QUYC103","헬스","HE","지상 1층","","","","02-2226-3611~4(내선 501~2번)","","","수시 신청가능","평일 20:00이후 / 토요일 19:00이후 / 일요일 정규프로그램 이외 시간","","기존 사용자 우대, 포기할 경우 다음 신청자나 대기자 사용가능","","http://www.youtra.or.kr:9090/suseo/infomation/info14.jsp","http://www.youtra.or.kr:9090/suseo/common/images/sub_info_pic07.gif","1","시간 엄수, 초과시 추가사용료 부담/시설물 파손시 전액 배상 등",""
"수서청소년수련관","1010","GN10508QUYC","유아스포츠단교육관","GN10508QUYC104","유아체능단(분기별)","KS","지상 1층","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ks1.jpg","","",""
"수서청소년수련관","1011","GN10508QUYC","헬스장","GN10508QUYC105","헬스","HE","지상 1층","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/he6.jpg","","",""
"역삼청소년수련관","1012","GN10509QUYC","수영장","GN10509QUYC101","수영","SW","지하 3층","","","","02-550-3615","","","","","","","지하2층-장애인탈의실,탈의실,샤워실","","http://sports.seoul.go.kr//images/img_ground/sw5.jpg","1","",""
"역삼청소년수련관","1013","GN10509QUYC","체력단련실/건강관리실","GN10509QUYC102","헬스","HE","지하2층","","","","02-550-3615","","","","","","","지하1층-식당,주차장","","http://sports.seoul.go.kr//images/img_ground/he27.jpg","1","",""
"역삼청소년수련관","1014","GN10509QUYC","유아 예체능단 교실 및 교사실","GN10509QUYC103","유아체능단(분기별)","KS","2층","","","","02-550-3615","","","","","","","1층-휴게실,안내데스크","","http://sports.seoul.go.kr//images/img_ground/ks6.jpg","1","",""
"역삼청소년수련관","1015","GN10509QUYC","다목적홀","GN10509QUYC104","태권도","TD","4층","","","","02-550-3615","","","","","","","2층-사상담실","","http://sports.seoul.go.kr//images/img_ground/DSC_1594.JPG","1","",""
"역삼청소년수련관","1016","GN10509QUYC","신명나는방(댄스연습실)","GN10509QUYC105","댄스","DA","4층","","","","02-550-3615","","","","","","","3층-사무실","","http://sports.seoul.go.kr//images/img_ground/da4.jpg","1","",""
"역삼청소년수련관","1017","GN10509QUYC","체육관(대극장)","GN10509QUYC106","농구","BK","5층","","","","02-550-3615","","","","","","","5층-탈의실,샤워실","","http://sports.seoul.go.kr//images/img_ground/농구3.JPG","1","",""
"강북청소년수련관","986","GB10503QUYC","암벽장","GB10503QUYC103","암벽등반","RC","지하1층","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_ground/ar3.jpg","","",""
"강북청소년수련관","988","GB10503QUYC","헬스장","GB10503QUYC105","헬스","HE","1층","","","","02-900-6650~1","","","","월~토 : 06:00~22:00, 일 : 09:00~18:00","","","","","http://sports.seoul.go.kr//images/img_ground/he8.jpg","","",""
"강북청소년수련관","989","GB10503QUYC","체육관","GB10503QUYC106","인라인","IN","1층","","","","02-900-6650~1","","","대관은 일요일만 가능","월~토 : 06:00~22:00, 일 : 09:00~18:00","200000원 *시간당 추가금액 20000원","","","","http://sports.seoul.go.kr//images/img_ground/gy4.jpg","","","3시간"
"강북청소년수련관","990","GB10503QUYC","난나스포츠단","GB10503QUYC107","유아체능단(분기별)","KS","1층","","","","02-900-6650~1","","","","월~토 : 06:00~22:00, 일 : 09:00~18:00","","","","","http://sports.seoul.go.kr//images/img_ground/ks2.jpg","","",""
"금천청소년수련관","991","GC10504QUYC","수영장","GC10504QUYC101","수영","SW","지하2층","","","","","","","","","","","지하2층-탈의실","","http://www.cyc.or.kr/img/old/fac_img5.gif","","",""
"금천청소년수련관","992","GC10504QUYC","무용실","GC10504QUYC102","무용","DC","지하1층","","","","","","","","","","","지하1층-식당,수영장관망대","","http://www.cyc.or.kr/img/old/fac_img13.gif","","",""
"금천청소년수련관","993","GC10504QUYC","헬스장","GC10504QUYC103","헬스","HE","1층","","","","","","","","","","","1층-알림터,","","http://www.cyc.or.kr/img/old/fac_img15.gif","","",""
"금천청소년수련관","994","GC10504QUYC","유아스포츠단","GC10504QUYC104","유아체능단(분기별)","KS","1층","","","","","","","","","","","4층-주차장","","http://www.cyc.or.kr/img/old/fac_img25.gif","","",""
"금천청소년수련관","995","GC10504QUYC","체육관","GC10504QUYC105","헬스","HE","체육관","","","","02-803-1318","","","정기 프로그램 운영에 지장 없는 시간 및 공간","09:00 - 21:00 (월~금) / 09:00~ 18:00 (토)","100,000원(시간당 추가:50,000원)","체육 프로그램","","","http://www.cyc.or.kr/img/old/fac_img4.gif","1","시설사용도중 기구, 물품 등의 파손이 발생하였을 경우, 사용자가 변상해야 한다.(http://www.cyc.or.kr/intro/03.asp)","1시간"
